ID Customer,Zone,Country,Product,Sales Channel,Priority,Date Order,Order ID,Send Date,units, Unit Price, Unit Cost, Total Sales, Total Cost, Benefit
C5053,North America,United States of America,Lemon,Offline,Critical,2/26/2022,505354201,4/12/2022,4393,  81.73 € ,  56.67 € ,"  359,039.89 € ","  248,951.31 € ",  25.06 € 
C5665,Africa,Sudan,Orange,Offline,Critical,7/30/2022,566596543,9/1/2022,7363,  9.33 € ,  6.92 € ,"  68,696.79 € ","  50,951.96 € ",  2.41 € 
C2639,Africa,Republic of the Congo,Fish,Offline,Critical,9/24/2021,263930499,11/5/2021,1755,  651.21 € ,  524.96 € ,"  1,142,873.55 € ","  921,304.80 € ",  126.25 € 
C1708,Australia and Oceania,Federated States of Micronesia,Orange,Online,Critical,6/10/2020,170842397,6/10/2020,4917,  9.33 € ,  6.92 € ,"  45,875.61 € ","  34,025.64 € ",  2.41 € 
C9311,Africa,South Sudan,Orange,Offline,Low,5/10/2021,931131064,6/7/2021,1229,  9.33 € ,  6.92 € ,"  11,466.57 € ","  8,504.68 € ",  2.41 € 
C1089,Africa,Cape Verde,Orange,Online,Medium,10/27/2021,108907830,10/31/2021,7102,  9.33 € ,  6.92 € ,"  66,261.66 € ","  49,145.84 € ",  2.41 € 
C7385,Australia and Oceania,Palau,Sunflower,Offline,High,12/31/2020,738596522,2/18/2021,5979,  668.27 € ,  502.54 € ,"  3,995,586.33 € ","  3,004,686.66 € ",  165.73 € 
C9749,Africa,Bahrain,Fish,Offline,Low,4/29/2021,974933469,6/12/2021,3333,  651.21 € ,  524.96 € ,"  2,170,482.93 € ","  1,749,691.68 € ",  126.25 € 
C8429,Africa,Algeria,Fish,Offline,Medium,5/4/2021,842967498,5/14/2021,1670,  651.21 € ,  524.96 € ,"  1,087,520.70 € ","  876,683.20 € ",  126.25 € 
C8880,Africa,Botswana,Lemon,Online,Critical,11/7/2022,888059937,12/10/2022,5525,  81.73 € ,  56.67 € ,"  451,558.25 € ","  313,101.75 € ",  25.06 € 
C8258,Africa,Seychelles ,Sunflower,Offline,Medium,12/1/2020,825884616,1/3/2021,6466,  668.27 € ,  502.54 € ,"  4,321,033.82 € ","  3,249,423.64 € ",  165.73 € 
C8924,Africa,The Gambia,Fish,Online,High,6/8/2022,892427861,7/25/2022,8091,  651.21 € ,  524.96 € ,"  5,268,940.11 € ","  4,247,451.36 € ",  126.25 € 
C4939,Africa,Guinea-Bissau,Fish,Online,Low,11/2/2021,493988502,12/21/2021,1030,  651.21 € ,  524.96 € ,"  670,746.30 € ","  540,708.80 € ",  126.25 € 
C4571,Africa,Pakistan,Rice,Offline,Low,7/17/2022,457177865,8/11/2022,7945,  154.06 € ,  90.93 € ,"  1,224,006.70 € ","  722,438.85 € ",  63.13 € 
C7789,Africa,Mauritania,Meat,Online,Medium,3/19/2021,778919780,3/20/2021,8527,  421.89 € ,  364.69 € ,"  3,597,456.03 € ","  3,109,711.63 € ",  57.20 € 
C1764,Asia,Thailand,Fish,Online,High,8/22/2020,176450574,9/8/2020,4501,  651.21 € ,  524.96 € ,"  2,931,096.21 € ","  2,362,844.96 € ",  126.25 € 
C1373,Africa,Afghanistan,Meat,Offline,Medium,8/1/2022,137319076,9/20/2022,4621,  421.89 € ,  364.69 € ,"  1,949,553.69 € ","  1,685,232.49 € ",  57.20 € 
C8693,Africa,The Gambia,Sorghum,Online,Low,8/17/2020,869386613,9/25/2020,9673,  109.28 € ,  35.84 € ,"  1,057,065.44 € ","  346,680.32 € ",  73.44 € 
C8508,Africa,Oman,Meat,Offline,Low,8/16/2021,850827014,8/29/2021,7476,  421.89 € ,  364.69 € ,"  3,154,049.64 € ","  2,726,422.44 € ",  57.20 € 
C8801,Africa,Burkina Faso,Flour,Offline,High,5/24/2021,880126607,6/7/2021,7876,  152.58 € ,  97.44 € ,"  1,201,720.08 € ","  767,437.44 € ",  55.14 € 
C9260,Africa,Cameroon,Sorghum,Offline,Medium,6/12/2020,926084220,7/5/2020,7755,  109.28 € ,  35.84 € ,"  847,466.40 € ","  277,939.20 € ",  73.44 € 
C5778,Africa,Burkina Faso,Oatmeal,Online,High,7/21/2022,577811181,8/23/2022,6024,  205.70 € ,  117.11 € ,"  1,239,136.80 € ","  705,470.64 € ",  88.59 € 
C3947,Europe,Serbia,Flour,Online,High,11/17/2021,394731318,12/12/2021,8624,  152.58 € ,  97.44 € ,"  1,315,849.92 € ","  840,322.56 € ",  55.14 € 
C5565,Africa,Mauritius ,Sunflower,Offline,Critical,7/26/2021,556580960,9/9/2021,3529,  668.27 € ,  502.54 € ,"  2,358,324.83 € ","  1,773,463.66 € ",  165.73 € 
C4134,Africa,Liberia,Fish,Offline,Critical,11/17/2020,413408935,12/13/2020,5745,  651.21 € ,  524.96 € ,"  3,741,201.45 € ","  3,015,895.20 € ",  126.25 € 
C7355,Europe,Latvia,Lemon,Offline,Critical,5/3/2022,735576570,5/17/2022,2308,  81.73 € ,  56.67 € ,"  188,632.84 € ","  130,794.36 € ",  25.06 € 
C5637,Asia,China,Sorghum,Offline,Medium,9/16/2021,563757693,11/1/2021,7284,  109.28 € ,  35.84 € ,"  795,995.52 € ","  261,058.56 € ",  73.44 € 
C3589,Australia and Oceania,New Zealand,Rice,Online,Low,11/22/2020,358938634,12/9/2020,6773,  154.06 € ,  90.93 € ,"  1,043,448.38 € ","  615,868.89 € ",  63.13 € 
C6524,Africa,Sierra Leone,Flour,Online,Critical,10/3/2020,652418220,10/19/2020,3904,  152.58 € ,  97.44 € ,"  595,672.32 € ","  380,405.76 € ",  55.14 € 
C6958,Europe,Bulgaria,Fish,Online,Critical,7/26/2022,695807778,9/6/2022,3839,  651.21 € ,  524.96 € ,"  2,499,995.19 € ","  2,015,321.44 € ",  126.25 € 
C7110,Africa,Somalia,Fish,Offline,Critical,11/5/2020,711031138,12/7/2020,8769,  651.21 € ,  524.96 € ,"  5,710,460.49 € ","  4,603,374.24 € ",  126.25 € 
C5403,Europe,Spain,Came,Offline,High,12/17/2021,540324628,1/25/2022,2919,  47.45 € ,  31.79 € ,"  138,506.55 € ","  92,795.01 € ",  15.66 € 
C9962,Europe,Cyprus,Oatmeal,Offline,Medium,8/31/2022,996237075,8/31/2022,7544,  205.70 € ,  117.11 € ,"  1,551,800.80 € ","  883,477.84 € ",  88.59 € 
C7116,Africa,Namibia,Sorghum,Online,Medium,2/12/2020,711629807,3/5/2020,5929,  109.28 € ,  35.84 € ,"  647,921.12 € ","  212,495.36 € ",  73.44 € 
C1896,North America,Greenland,Oatmeal,Offline,High,11/19/2021,189676654,1/1/2022,8392,  205.70 € ,  117.11 € ,"  1,726,234.40 € ","  982,787.12 € ",  88.59 € 
C4538,Africa,Rwanda,Sunflower,Online,Low,8/23/2021,453863942,9/9/2021,7281,  668.27 € ,  502.54 € ,"  4,865,673.87 € ","  3,658,993.74 € ",  165.73 € 
C7979,Central America and Caribbean,The Bahamas,Fish,Offline,Low,8/14/2020,797990500,9/22/2020,1977,  651.21 € ,  524.96 € ,"  1,287,442.17 € ","  1,037,845.92 € ",  126.25 € 
C1361,Europe,Germany,Came,Online,High,6/8/2020,136167657,6/21/2020,3890,  47.45 € ,  31.79 € ,"  184,580.50 € ","  123,663.10 € ",  15.66 € 
C1528,Europe,Cyprus,Came,Online,Critical,9/11/2021,152819240,10/16/2021,1464,  47.45 € ,  31.79 € ,"  69,466.80 € ","  46,540.56 € ",  15.66 € 
C3526,Europe,Luxembourg,Flour,Online,Critical,7/15/2022,352681577,7/25/2022,5171,  152.58 € ,  97.44 € ,"  788,991.18 € ","  503,862.24 € ",  55.14 € 
C3108,Australia and Oceania,Tuvalu,Oatmeal,Online,High,1/27/2020,310803496,3/4/2020,2516,  205.70 € ,  117.11 € ,"  517,541.20 € ","  294,648.76 € ",  88.59 € 
C1225,Europe,Bulgaria,Corn,Offline,Low,5/26/2020,122546327,6/18/2020,3036,  437.20 € ,  263.33 € ,"  1,327,339.20 € ","  799,469.88 € ",  173.87 € 
C8535,Asia,Bangladesh,Orange,Offline,High,1/4/2020,853583896,1/20/2020,3298,  9.33 € ,  6.92 € ,"  30,770.34 € ","  22,822.16 € ",  2.41 € 
C4899,Central America and Caribbean,El Salvador,Lemon,Offline,High,7/4/2021,489902532,7/31/2021,1901,  81.73 € ,  56.67 € ,"  155,368.73 € ","  107,729.67 € ",  25.06 € 
C6878,Asia,China,Rice,Online,Medium,10/2/2020,687801063,10/6/2020,4474,  154.06 € ,  90.93 € ,"  689,264.44 € ","  406,820.82 € ",  63.13 € 
C9238,Asia,Mongolia,Meat,Online,Medium,8/7/2022,923890817,8/17/2022,8678,  421.89 € ,  364.69 € ,"  3,661,161.42 € ","  3,164,779.82 € ",  57.20 € 
C7450,Australia and Oceania,Solomon Islands,Orange,Offline,High,4/11/2022,745095622,5/27/2022,9207,  9.33 € ,  6.92 € ,"  85,901.31 € ","  63,712.44 € ",  2.41 € 
C2186,Africa,Mauritania,Corn,Offline,Low,2/23/2021,218651807,3/19/2021,2783,  437.20 € ,  263.33 € ,"  1,216,727.60 € ","  732,847.39 € ",  173.87 € 
C3821,Asia,South Korea,Rice,Online,Medium,5/26/2022,382108199,7/13/2022,3162,  154.06 € ,  90.93 € ,"  487,137.72 € ","  287,520.66 € ",  63.13 € 
C9933,Asia,Myanmar,Fish,Online,Low,1/17/2021,993326127,2/18/2021,6130,  651.21 € ,  524.96 € ,"  3,991,917.30 € ","  3,218,004.80 € ",  126.25 € 
C9804,Africa,Botswana,Oatmeal,Offline,Low,7/7/2022,980479419,8/6/2022,4503,  205.70 € ,  117.11 € ,"  926,267.10 € ","  527,346.33 € ",  88.59 € 
C6920,Europe,Portugal,Flour,Offline,Critical,3/11/2021,692054402,3/20/2021,3131,  152.58 € ,  97.44 € ,"  477,727.98 € ","  305,084.64 € ",  55.14 € 
C5468,Europe,Spain,Rice,Offline,Critical,11/16/2021,546849906,12/11/2021,3894,  154.06 € ,  90.93 € ,"  599,909.64 € ","  354,081.42 € ",  63.13 € 
C5839,Africa,Cote d'Ivoire,Came,Offline,Low,3/11/2021,583977258,4/25/2021,703,  47.45 € ,  31.79 € ,"  33,357.35 € ","  22,348.37 € ",  15.66 € 
C9128,Europe,Russia,Soy,Online,Critical,6/13/2020,912860286,7/10/2020,4499,  255.28 € ,  159.42 € ,"  1,148,504.72 € ","  717,230.58 € ",  95.86 € 
C3632,Australia and Oceania,Federated States of Micronesia,Sorghum,Offline,Medium,5/15/2021,363235318,6/25/2021,8257,  109.28 € ,  35.84 € ,"  902,324.96 € ","  295,930.88 € ",  73.44 € 
C5351,Africa,The Gambia,Meat,Offline,High,10/11/2021,535151183,11/24/2021,1982,  421.89 € ,  364.69 € ,"  836,185.98 € ","  722,815.58 € ",  57.20 € 
C8489,Europe,Luxembourg,Orange,Offline,High,10/7/2022,848969209,10/15/2022,7710,  9.33 € ,  6.92 € ,"  71,934.30 € ","  53,353.20 € ",  2.41 € 
C7953,Africa,Liberia,Orange,Offline,Critical,7/15/2021,795363223,8/30/2021,4507,  9.33 € ,  6.92 € ,"  42,050.31 € ","  31,188.44 € ",  2.41 € 
C3853,Africa,Burundi,Corn,Offline,Critical,6/1/2021,385319554,6/27/2021,3474,  437.20 € ,  263.33 € ,"  1,518,832.80 € ","  914,808.42 € ",  173.87 € 
C6001,Africa,Syria,Oatmeal,Offline,High,11/2/2021,600137031,11/15/2021,2739,  205.70 € ,  117.11 € ,"  563,412.30 € ","  320,764.29 € ",  88.59 € 
C2414,North America,United States of America,Sorghum,Offline,High,8/24/2022,241426980,9/24/2022,2463,  109.28 € ,  35.84 € ,"  269,156.64 € ","  88,273.92 € ",  73.44 € 
C8811,Asia,Japan,Soy,Offline,Low,8/24/2022,881113231,10/5/2022,9840,  255.28 € ,  159.42 € ,"  2,511,955.20 € ","  1,568,692.80 € ",  95.86 € 
C1114,Asia,Laos,Orange,Offline,Low,1/22/2021,111432111,2/14/2021,4093,  9.33 € ,  6.92 € ,"  38,187.69 € ","  28,323.56 € ",  2.41 € 
C9949,Europe,Germany,Rice,Online,Critical,10/14/2021,994932448,11/23/2021,1476,  154.06 € ,  90.93 € ,"  227,392.56 € ","  134,212.68 € ",  63.13 € 
C8144,North America,Greenland,Lemon,Online,Critical,7/23/2020,814475572,8/10/2020,276,  81.73 € ,  56.67 € ,"  22,557.48 € ","  15,640.92 € ",  25.06 € 
C5232,Central America and Caribbean,Jamaica,Meat,Offline,High,8/26/2020,523235309,9/20/2020,5810,  421.89 € ,  364.69 € ,"  2,451,180.90 € ","  2,118,848.90 € ",  57.20 € 
C6946,Europe,Switzerland,Rice,Online,Medium,1/13/2020,694697988,2/23/2020,5427,  154.06 € ,  90.93 € ,"  836,083.62 € ","  493,477.11 € ",  63.13 € 
C1726,Europe,Sweden,Fish,Online,Medium,5/10/2021,172662436,6/10/2021,3507,  651.21 € ,  524.96 € ,"  2,283,793.47 € ","  1,841,034.72 € ",  126.25 € 
C1212,Africa,Liberia,Came,Online,Medium,12/15/2021,121239984,1/13/2022,6460,  47.45 € ,  31.79 € ,"  306,527.00 € ","  205,363.40 € ",  15.66 € 
C8748,Australia and Oceania,Kiribati,Soy,Offline,Medium,1/2/2021,874854457,1/4/2021,7730,  255.28 € ,  159.42 € ,"  1,973,314.40 € ","  1,232,316.60 € ",  95.86 € 
C5882,Europe,Malta,Meat,Online,Medium,12/6/2020,588242185,1/10/2021,2789,  421.89 € ,  364.69 € ,"  1,176,651.21 € ","  1,017,120.41 € ",  57.20 € 
C1864,Asia,Philippines,Lemon,Online,Low,4/12/2020,186451995,5/29/2020,4144,  81.73 € ,  56.67 € ,"  338,689.12 € ","  234,840.48 € ",  25.06 € 
C2148,Africa,Comoros,Soy,Offline,Low,11/8/2020,214845216,11/29/2020,6329,  255.28 € ,  159.42 € ,"  1,615,667.12 € ","  1,008,969.18 € ",  95.86 € 
C3890,Europe,Liechtenstein,Sunflower,Offline,Low,7/29/2020,389095675,8/30/2020,912,  668.27 € ,  502.54 € ,"  609,462.24 € ","  458,316.48 € ",  165.73 € 
C9451,Africa,Lebanon,Oatmeal,Online,Low,8/15/2020,945189702,8/29/2020,1492,  205.70 € ,  117.11 € ,"  306,904.40 € ","  174,728.12 € ",  88.59 € 
C3894,North America,Greenland,Oatmeal,Offline,Critical,2/22/2021,389426124,4/5/2021,8699,  205.70 € ,  117.11 € ,"  1,789,384.30 € ","  1,018,739.89 € ",  88.59 € 
C4484,Africa,Chad,Oatmeal,Online,Medium,9/13/2022,448416268,9/15/2022,5193,  205.70 € ,  117.11 € ,"  1,068,200.10 € ","  608,152.23 € ",  88.59 € 
C2190,Europe,Macedonia,Sunflower,Offline,Low,12/15/2021,219083964,1/5/2022,668,  668.27 € ,  502.54 € ,"  446,404.36 € ","  335,696.72 € ",  165.73 € 
C2186,Africa,United Arab Emirates,Corn,Offline,High,9/12/2021,218665540,10/19/2021,6847,  437.20 € ,  263.33 € ,"  2,993,508.40 € ","  1,803,020.51 € ",  173.87 € 
C1347,Africa,Qatar,Oatmeal,Offline,High,10/29/2020,134709823,11/25/2020,2485,  205.70 € ,  117.11 € ,"  511,164.50 € ","  291,018.35 € ",  88.59 € 
C1750,Africa,Iraq,Rice,Online,High,7/5/2021,175078141,8/5/2021,8367,  154.06 € ,  90.93 € ,"  1,289,020.02 € ","  760,811.31 € ",  63.13 € 
C6179,Europe,Kosovo,Fish,Online,Low,1/7/2022,617944324,2/4/2022,2312,  651.21 € ,  524.96 € ,"  1,505,597.52 € ","  1,213,707.52 € ",  126.25 € 
C4617,Asia,Bhutan,Corn,Offline,Critical,1/12/2021,461794698,1/22/2021,4168,  437.20 € ,  263.33 € ,"  1,822,249.60 € ","  1,097,559.44 € ",  173.87 € 
C5754,Central America and Caribbean,Cuba,Sorghum,Offline,High,12/2/2021,575428092,12/10/2021,815,  109.28 € ,  35.84 € ,"  89,063.20 € ","  29,209.60 € ",  73.44 € 
C5479,North America,Mexico,Soy,Online,Medium,9/25/2022,547955834,10/9/2022,1163,  255.28 € ,  159.42 € ,"  296,890.64 € ","  185,405.46 € ",  95.86 € 
C9388,Africa,Cote d'Ivoire,Came,Online,Medium,7/1/2020,938801753,7/12/2020,1156,  47.45 € ,  31.79 € ,"  54,852.20 € ","  36,749.24 € ",  15.66 € 
C1277,Africa,Nigeria,Oatmeal,Offline,High,3/20/2021,127702176,5/2/2021,8767,  205.70 € ,  117.11 € ,"  1,803,371.90 € ","  1,026,703.37 € ",  88.59 € 
C1647,Australia and Oceania,Vanuatu,Fish,Offline,High,4/17/2021,164705932,5/31/2021,9000,  651.21 € ,  524.96 € ,"  5,860,890.00 € ","  4,724,640.00 € ",  126.25 € 
C9201,Africa,Kuwait,Rice,Offline,Low,5/20/2020,920174348,5/30/2020,8893,  154.06 € ,  90.93 € ,"  1,370,055.58 € ","  808,640.49 € ",  63.13 € 
C5347,Africa,Namibia,Meat,Offline,Medium,11/3/2022,534781253,11/30/2022,2512,  421.89 € ,  364.69 € ,"  1,059,787.68 € ","  916,101.28 € ",  57.20 € 
C3695,Africa,Egypt,Rice,Online,Low,12/25/2021,369512975,2/5/2022,5955,  154.06 € ,  90.93 € ,"  917,427.30 € ","  541,488.15 € ",  63.13 € 
C9556,Africa,Swaziland,Orange,Offline,Critical,7/15/2021,955668342,8/26/2021,2354,  9.33 € ,  6.92 € ,"  21,962.82 € ","  16,289.68 € ",  2.41 € 
C6448,Central America and Caribbean,Antigua and Barbuda ,Meat,Offline,Critical,10/8/2022,644858682,11/4/2022,6869,  421.89 € ,  364.69 € ,"  2,897,962.41 € ","  2,505,055.61 € ",  57.20 € 
C5590,Asia,Sri Lanka,Rice,Offline,High,3/15/2020,559007823,4/18/2020,1692,  154.06 € ,  90.93 € ,"  260,669.52 € ","  153,853.56 € ",  63.13 € 
C5403,Europe,Liechtenstein,Came,Offline,Medium,3/15/2020,540352094,3/30/2020,1047,  47.45 € ,  31.79 € ,"  49,680.15 € ","  33,284.13 € ",  15.66 € 
C5014,Africa,Angola,Fish,Online,Critical,5/20/2022,501440322,5/30/2022,6189,  651.21 € ,  524.96 € ,"  4,030,338.69 € ","  3,248,977.44 € ",  126.25 € 
C8751,Asia,Brunei,Sunflower,Offline,Critical,1/16/2021,875133836,2/6/2021,404,  668.27 € ,  502.54 € ,"  269,981.08 € ","  203,026.16 € ",  165.73 € 
C3646,Australia and Oceania,Samoa ,Sorghum,Offline,Critical,11/23/2020,364606463,1/2/2021,4010,  109.28 € ,  35.84 € ,"  438,212.80 € ","  143,718.40 € ",  73.44 € 
C8933,Australia and Oceania,Marshall Islands,Orange,Online,Low,4/30/2021,893344533,5/20/2021,9354,  9.33 € ,  6.92 € ,"  87,272.82 € ","  64,729.68 € ",  2.41 € 
C8551,Africa,Democratic Republic of the Congo,Orange,Online,Critical,9/15/2020,855146872,9/20/2020,5818,  9.33 € ,  6.92 € ,"  54,281.94 € ","  40,260.56 € ",  2.41 € 
C9641,Australia and Oceania,Tonga,Corn,Online,Critical,8/30/2020,964124810,8/31/2020,4811,  437.20 € ,  263.33 € ,"  2,103,369.20 € ","  1,266,880.63 € ",  173.87 € 
C2047,Africa,Mozambique,Flour,Offline,Critical,10/15/2021,204702174,10/17/2021,4777,  152.58 € ,  97.44 € ,"  728,874.66 € ","  465,470.88 € ",  55.14 € 
C7816,Africa,Kuwait,Meat,Online,Medium,3/25/2022,781615293,4/10/2022,6189,  421.89 € ,  364.69 € ,"  2,611,077.21 € ","  2,257,066.41 € ",  57.20 € 
C4699,Europe,Romania,Came,Offline,High,12/16/2021,469912993,1/22/2022,6552,  47.45 € ,  31.79 € ,"  310,892.40 € ","  208,288.08 € ",  15.66 € 
C2649,Africa,South Sudan,Corn,Online,Critical,5/9/2021,264956605,6/4/2021,5402,  437.20 € ,  263.33 € ,"  2,361,754.40 € ","  1,422,508.66 € ",  173.87 € 
C3324,Asia,Malaysia,Flour,Offline,Critical,8/13/2022,332419955,9/12/2022,9307,  152.58 € ,  97.44 € ,"  1,420,062.06 € ","  906,874.08 € ",  55.14 € 
C4582,Central America and Caribbean,Costa Rica,Flour,Offline,Medium,8/22/2022,458289372,8/30/2022,6864,  152.58 € ,  97.44 € ,"  1,047,309.12 € ","  668,828.16 € ",  55.14 € 
C4988,Europe,Croatia,Lemon,Online,High,2/25/2020,498863685,3/8/2020,3705,  81.73 € ,  56.67 € ,"  302,809.65 € ","  209,962.35 € ",  25.06 € 
C8307,Asia,Nepal,Came,Offline,Low,11/5/2022,830754220,11/7/2022,7490,  47.45 € ,  31.79 € ,"  355,400.50 € ","  238,107.10 € ",  15.66 € 
C1008,Asia,Tajikistan,Soy,Online,High,4/1/2020,100884807,4/30/2020,2911,  255.28 € ,  159.42 € ,"  743,120.08 € ","  464,071.62 € ",  95.86 € 
C1764,Europe,Serbia,Meat,Offline,High,4/17/2022,176491773,4/24/2022,6692,  421.89 € ,  364.69 € ,"  2,823,287.88 € ","  2,440,505.48 € ",  57.20 € 
C2951,Africa,Angola,Meat,Offline,Low,9/25/2020,295123946,11/3/2020,2589,  421.89 € ,  364.69 € ,"  1,092,273.21 € ","  944,182.41 € ",  57.20 € 
C2146,Asia,Japan,Lemon,Online,Low,1/7/2022,214642655,2/14/2022,6386,  81.73 € ,  56.67 € ,"  521,927.78 € ","  361,894.62 € ",  25.06 € 
C6632,Europe,Iceland,Meat,Online,Medium,2/21/2020,663221728,3/1/2020,903,  421.89 € ,  364.69 € ,"  380,966.67 € ","  329,315.07 € ",  57.20 € 
C1893,Europe,Cyprus,Sorghum,Offline,Medium,12/2/2020,189347493,12/21/2020,986,  109.28 € ,  35.84 € ,"  107,750.08 € ","  35,338.24 € ",  73.44 € 
C1118,Australia and Oceania,East Timor,Came,Offline,High,7/30/2020,111818778,8/23/2020,8516,  47.45 € ,  31.79 € ,"  404,084.20 € ","  270,723.64 € ",  15.66 € 
C4697,Asia,Tajikistan,Fish,Online,Low,6/17/2021,469746911,7/28/2021,7405,  651.21 € ,  524.96 € ,"  4,822,210.05 € ","  3,887,328.80 € ",  126.25 € 
C4725,Africa,Somalia,Sunflower,Online,Critical,1/7/2022,472555720,2/3/2022,8594,  668.27 € ,  502.54 € ,"  5,743,112.38 € ","  4,318,828.76 € ",  165.73 € 
C7499,Europe,Spain,Sorghum,Offline,High,2/9/2021,749981534,2/11/2021,5057,  109.28 € ,  35.84 € ,"  552,628.96 € ","  181,242.88 € ",  73.44 € 
C2020,Europe,Sweden,Oatmeal,Online,Critical,4/12/2022,202073180,5/8/2022,6799,  205.70 € ,  117.11 € ,"  1,398,554.30 € ","  796,230.89 € ",  88.59 € 
C9491,Africa,Ethiopia,Sunflower,Offline,Low,11/26/2020,949191987,12/15/2020,5857,  668.27 € ,  502.54 € ,"  3,914,057.39 € ","  2,943,376.78 € ",  165.73 € 
C6820,Asia,Turkmenistan,Lemon,Offline,Low,10/4/2022,682011783,11/14/2022,1297,  81.73 € ,  56.67 € ,"  106,003.81 € ","  73,500.99 € ",  25.06 € 
C3115,Europe,Malta,Sorghum,Online,Low,8/6/2022,311518895,8/21/2022,4219,  109.28 € ,  35.84 € ,"  461,052.32 € ","  151,208.96 € ",  73.44 € 
C8190,Africa,Malawi,Corn,Offline,Low,9/16/2022,819012153,9/18/2022,2751,  437.20 € ,  263.33 € ,"  1,202,737.20 € ","  724,420.83 € ",  173.87 € 
C1061,Europe,Czech Republic,Fish,Offline,Critical,1/29/2020,106102883,2/28/2020,7056,  651.21 € ,  524.96 € ,"  4,594,937.76 € ","  3,704,117.76 € ",  126.25 € 
C6447,Europe,Netherlands,Meat,Offline,Medium,2/3/2022,644714915,2/10/2022,4325,  421.89 € ,  364.69 € ,"  1,824,674.25 € ","  1,577,284.25 € ",  57.20 € 
C9270,Europe,Sweden,Came,Offline,Low,4/2/2022,927084577,4/16/2022,3783,  47.45 € ,  31.79 € ,"  179,503.35 € ","  120,261.57 € ",  15.66 € 
C4157,Africa,Saudi Arabia,Rice,Online,Critical,8/6/2021,415760695,8/18/2021,1684,  154.06 € ,  90.93 € ,"  259,437.04 € ","  153,126.12 € ",  63.13 € 
C8936,Africa,Turkey,Oatmeal,Online,Medium,7/29/2021,893604600,8/29/2021,6314,  205.70 € ,  117.11 € ,"  1,298,789.80 € ","  739,432.54 € ",  88.59 € 
C6137,Central America and Caribbean,Dominican Republic,Sorghum,Offline,Low,8/12/2022,613790118,9/18/2022,2991,  109.28 € ,  35.84 € ,"  326,856.48 € ","  107,197.44 € ",  73.44 € 
C1498,Asia,Uzbekistan,Lemon,Offline,High,8/31/2022,149803578,9/7/2022,9063,  81.73 € ,  56.67 € ,"  740,718.99 € ","  513,600.21 € ",  25.06 € 
C1454,Africa,Kuwait,Flour,Offline,Medium,7/14/2021,145443809,7/26/2021,8910,  152.58 € ,  97.44 € ,"  1,359,487.80 € ","  868,190.40 € ",  55.14 € 
C8648,Australia and Oceania,Federated States of Micronesia,Sorghum,Offline,Critical,4/9/2022,864822137,5/11/2022,8943,  109.28 € ,  35.84 € ,"  977,291.04 € ","  320,517.12 € ",  73.44 € 
C8423,Australia and Oceania,Samoa ,Fish,Online,High,3/10/2021,842362391,4/14/2021,2606,  651.21 € ,  524.96 € ,"  1,697,053.26 € ","  1,368,045.76 € ",  126.25 € 
C9328,Africa,Eritrea,Flour,Online,Low,9/18/2020,932800900,9/21/2020,5370,  152.58 € ,  97.44 € ,"  819,354.60 € ","  523,252.80 € ",  55.14 € 
C2611,Asia,Singapore,Soy,Online,High,4/3/2022,261186492,4/13/2022,9742,  255.28 € ,  159.42 € ,"  2,486,937.76 € ","  1,553,069.64 € ",  95.86 € 
C2728,Africa,Mauritania,Sunflower,Offline,Medium,11/23/2021,272880494,12/31/2021,257,  668.27 € ,  502.54 € ,"  171,745.39 € ","  129,152.78 € ",  165.73 € 
C6835,Asia,Bhutan,Sorghum,Online,High,5/30/2020,683556735,6/8/2020,8483,  109.28 € ,  35.84 € ,"  927,022.24 € ","  304,030.72 € ",  73.44 € 
C8292,Africa,Republic of the Congo,Came,Online,Low,11/5/2021,829201543,11/15/2021,8018,  47.45 € ,  31.79 € ,"  380,454.10 € ","  254,892.22 € ",  15.66 € 
C1161,Europe,Germany,Came,Online,Medium,8/18/2020,116113746,9/1/2020,9493,  47.45 € ,  31.79 € ,"  450,442.85 € ","  301,782.47 € ",  15.66 € 
C2709,Africa,Tunisia ,Oatmeal,Offline,Medium,3/6/2020,270904672,3/14/2020,5567,  205.70 € ,  117.11 € ,"  1,145,131.90 € ","  651,951.37 € ",  88.59 € 
C3904,Asia,Myanmar,Oatmeal,Offline,Medium,1/7/2020,390498149,1/26/2020,5935,  205.70 € ,  117.11 € ,"  1,220,829.50 € ","  695,047.85 € ",  88.59 € 
C9921,Europe,Romania,Corn,Offline,Medium,1/28/2020,992130506,3/3/2020,2319,  437.20 € ,  263.33 € ,"  1,013,866.80 € ","  610,662.27 € ",  173.87 € 
C8633,Europe,Greece,Flour,Offline,Critical,2/10/2022,863350570,3/14/2022,3474,  152.58 € ,  97.44 € ,"  530,062.92 € ","  338,506.56 € ",  55.14 € 
C2120,Africa,Benin,Corn,Offline,Low,7/28/2022,212019670,7/29/2022,187,  437.20 € ,  263.33 € ,"  81,756.40 € ","  49,242.71 € ",  173.87 € 
C2163,Central America and Caribbean,Jamaica,Fish,Online,Critical,8/5/2022,216311633,8/27/2022,274,  651.21 € ,  524.96 € ,"  178,431.54 € ","  143,839.04 € ",  126.25 € 
C7747,Europe,Liechtenstein,Sunflower,Online,High,11/6/2020,774712789,12/11/2020,3585,  668.27 € ,  502.54 € ,"  2,395,747.95 € ","  1,801,605.90 € ",  165.73 € 
